Original(Korean),Basic Translation(google trans),comp1 score,comp2 score,comp3 score
"동윤이는... 기태하고 동윤이는 중학교 때부터 친구였고, 저 같은 경우는 고등학교 와서 기태하고 같은 반 되면서 친해졌어요...",Dongyun make up Taetae and Dongyoon take in exist protagonist since middle schoolhouse,0.472579,0.642726,0.869818
동윤이라는 친구도 같은 반이었고...?,Dongyuns protagonist make up in the like social class,0.594483,0.657595,0.770224
"아니오... 그 친구는 이과라서 같은 반이었던 적은 한 번도 없어요. 그냥 기태 소개로 동윤이 하고도 친해졌고, 그러면서 셋이 같이 놀게 됐어요. 그렇게 셋이 친해졌지만, 동윤이하고 기태 사이는 특별했어요.",No He a skill stratum thusly hes never constitute in the like class I only turn familiar with Dongyun through the launching of Gitae and the three of them dally together The three get close but Dongyun and gilbert Tae exist special,0.584978,0.678519,0.793787
특별하다니?,constitute it special,0.640279,0.755888,0.700855
다른 애들과는 틀렸어요. 기태한테 동윤이는... 저같은 경우는 고등학교 친구고... 그래서 저는 정말 친했어도 한편으로는 벽이 있었어요...,It cost incorrect with the other nestling Dongi Dong for Kitae In my guinea pig Im a high-pitched schooling friend and so still though I comprise genuinely close there make up a bulwark on the other manus,0.555978,0.637672,0.787413
...,,1.000000,1.000000,1.000000
"하지만, 동윤이는 기태하고 유일하게 대등하게 얘기할 수 있는 사이였어요.",However Dongyun constitute in a body politic of exclusion and the only single who could verbalize evenly,0.622577,0.661095,0.775623
...,,1.000000,1.000000,1.000000
기태한테 동윤이는 저나 다른 애들과는 틀렸어요... 동윤이라면 알고 있을 거에요. 동윤이라면 아버님이 원하는 이야기를 해 줄 수 있을 거예요.,To Dongtae Dongyoon cost incorrect with me or the other shaver You lie with Dongyoon If you represent Dongyun you can say me what your beginner require,0.532565,0.630742,0.815516
...,,1.000000,1.000000,1.000000
"미친 새끼, 지네 집에서 휴지 달라고 핸드폰으로 전화를 하냐?",Crazy bastard make up you address on your cellular phone sound to necessitate for a tissue paper at your house,0.603149,0.602751,0.735324
"조용히 해, 밖에 애들 있잖아!",beryllium quiet there make up kids outside,0.646212,0.618867,0.769594
"알았으니까, 빨리 닦고 나와! 냄새 존나 나.",Okay pass over it out chop-chop It smell out sorry,0.535769,0.609095,0.775461
"아, 재미없다.",Oh its not fun,0.550303,0.613377,0.721960
마실래?,Would you like to drink in,0.398128,0.624211,0.866989
됐어. 근데 부모님 언제 오시냐?,dress But when embody your parent come in,0.666615,0.607292,0.735067
내일이나 오겠지.,It will exist tomorrow,0.649817,0.641956,0.779012
그럼 오늘 너네 집에서 잔다. 어?,and so I sleep at your family today uh,0.652850,0.703226,0.763599
...,,1.000000,1.000000,1.000000
"대답이 없냐? 야, 뭔 일 있어? 왜 말을 안해, 새끼야?",No solvent Hey whats die on Why dont you tattle bastard,0.563557,0.583138,0.755999
알았어...,Okay,0.486628,0.682943,0.729526
가서 보경이하고 얘기도 좀하고 그래.,Lets break down and tattle to Bokyung,0.650040,0.648241,0.785624
...,,1.000000,1.000000,1.000000
"또 말이 없네? 아, 새끼 진짜.",naught else Buckeye State really,0.678402,0.678402,0.763465
... 방안에서 무슨 얘기 나눈 거야?,What personify you babble about in the elbow room,0.566408,0.559168,0.760291
응? 뭔 소리야?,Huh What cost you talking about,0.431770,0.567878,0.787778
아까 보경이하고 방안에서 얘기하던데...,I constitute babble out with Bokyung in the elbow room,0.585333,0.568647,0.734714
봤어?,proverb,0.689287,0.608625,0.740365
봤으니까 묻지...,I project it and postulate,0.596882,0.641130,0.755956
"아, 그냥 별 얘기 안했어.",Oh I just now didnt state anything,0.725567,0.734865,0.708760
...,,1.000000,1.000000,1.000000
너 이상한 생각 하는 거 아니지?,Arent you thinking weird,0.514899,0.588587,0.839319
이상한 생각할 거 뭐있냐?,comprise there anything strange to cogitate about,0.710281,0.651398,0.794464
"야, 오해하지마라. 진짜! ",Hey dont experience me incorrect Really,0.544348,0.544348,0.774420
내가 뭐라고 했어? 왜 도둑이 제발 저려?,What practice I state Why exist thieves delight,0.583746,0.643556,0.757249
...,,1.000000,1.000000,1.000000
...,,1.000000,1.000000,1.000000
생각해보니까 기분 나쁘네. 도둑이 제 발 저리다니... 뭔 뜻이야?,I finger regretful when I suppose about it The thief follow stepping on me What get along you intend,0.638347,0.633983,0.762452
왜...?,Why,0.776393,0.776393,0.843826
뭔 뜻으로 그런 얘기를 해?,What get along you entail by that,0.623874,0.669243,0.760413
별 뜻 없어...,It doesnt mean anything,0.631115,0.725296,0.796768
"야, 너 제발 좀 그러지 마라!",Hey please dont get along that,0.535144,0.600205,0.804131
머리 좀 만지지마. 제발...,Dont touch your principal please,0.538764,0.608759,0.743313
... 얼∼ 많이 컸다? 베키. 많이 컸어.,how big cost it Becky It cost really big,0.588237,0.571418,0.732593
그런 식으로 얘기 하지 마. 내가 니 부하냐?,Dont talking like that be I your subsidiary,0.563036,0.661139,0.759799
"왜 그래? 장난이야, 임마.",What make up it Its a jest homo,0.620368,0.705916,0.746333
...,,1.000000,1.000000,1.000000
그래도 엄마가 공부하라고 하는 거 보다는 낮잖아!,Its even so low-pitched than what my mommy say me to consider,0.537255,0.580680,0.812006
넌 아예 학원도 안 다니 잖어.,You dont still see academy at all,0.624262,0.634225,0.787298
"차라리 공부를 하지... 시발. 주말마다 뭐냐, 그게?",Gem State instead examine sleep with What cost it every weekend what make up it,0.548783,0.543784,0.743648
돈도 받고 좋지 뭐!,Its good to pose bear,0.463388,0.595238,0.814549
"야, 존나 빡쎄. 엄마 꽃가게 일.. 존나 짜증나!",Hey curse it mummy blossom store it lactate,0.540389,0.585714,0.811458
배부른 소리한다!!,It sounds full,0.501607,0.593088,0.754302
"얜 몰라, 공부하라는 스트레스 안 겪어봐서..",I dont experience I didnt stimulate the accent to contemplate,0.587662,0.655607,0.752392
"꽃꽂이 해, 너랑 존나 잘 어울려∼ 딱이야!",Arrange the peak and youll hold out great with you Perfect,0.648861,0.648861,0.724280
"아, 나도 엄마랑 꽃꽂이 하고 싶다!",Ah I need to blossom placement with my mummy as well,0.573866,0.563831,0.774196
"나도, 나도.",me also,0.444668,0.617812,0.701616
너네들이 정말 덩 싸는 소리 하느라 수고가 많다.,There exist a good deal of study for you roast to rattling hollo out,0.561939,0.548373,0.793605
"야, 야, 어제 존나 어이없는 일 있었던 거 알어?",Hey hey you get laid what take place yesterday,0.545911,0.660078,0.806306
뭔데?,What,0.361824,0.778105,0.692295
굴다리 쪽에서...,On the bridge deck,0.540886,0.557613,0.739244
어...,uh,0.717157,0.717157,0.506135
중삐리 새끼들이 대낮에 모여서 담배 피는게 말이 되냐? 새파란 새끼들이 여자 끼고.,practice it pretend signified for the doll to collect and fume in the heart of the solar day The blue angel skirt exist tire out adult female,0.639248,0.637247,0.744631
"진짜? 야, 우린 뭐냐?",Really Hey what personify we,0.528592,0.459336,0.717475
가만히 냅뒀어?,Did you depart it nonetheless,0.424619,0.594661,0.844261
존나 봤지!! 근데 새끼들이 존나 꼴아보는 거야? ,I project it But exist the pups calculate at me,0.587185,0.616942,0.803353
너를?,you,0.349613,0.552786,0.711230
"어... 어! 근데 쪽수 세어보니까 한 7명 되나? 괜히 잘못 했다가 쪽 당할 거 같아서 지나가려고 하는데, 생각해보니까 존나 열 받는거야 시발...",Uh Uh By the mode how many seven mass get along you matter Im travel to slip by because I call back Im get to exercise something incorrect but when I recollect about it Im stimulate furious,0.549332,0.605187,0.792814
그래서 어떻게 됐는데? 그냥 내버려뒀어?,and then what encounter Did you just now countenance it extend,0.548817,0.666685,0.817570
...,,1.000000,1.000000,1.000000
왜 얘기를 하다 마라? 어? 어떻게 됐는데?,Why dont you mouth uh How did it extend,0.548473,0.637449,0.848123
잠깐 화장실 갔다 올게.,Im conk out to the toilet for a minute,0.582793,0.632070,0.726308
...,,1.000000,1.000000,1.000000
아까 왜 그런 거야?,Why be that,0.466669,0.594066,0.769820
뭐가...?,what,0.396358,0.638208,0.743039
아까 너네끼리 시선 주고받았잖아.,You interchange center with each other,0.562871,0.673359,0.797726
무슨 소리야?,What personify you talking about,0.432368,0.624063,0.806941
아까 너네끼리 시선 주고받았잖아...,You interchange center with each other,0.562871,0.673359,0.797726
...,,1.000000,1.000000,1.000000
내가 바본 줄 아냐?,Didnt I learn you,0.370652,0.555543,0.801374
...,,1.000000,1.000000,1.000000
여기서 싸대기 맞기 싫으면 그냥 얘기해.,If you dont want to exist in hither just now tattle,0.601265,0.683230,0.777357
... ,,1.000000,1.000000,1.000000
...,,1.000000,1.000000,1.000000
애들끼리 있을 때 얘기한 거 때문에...,Because of what I enunciate when the kid embody,0.604071,0.663091,0.769659
무슨 얘기?,What personify you talking about,0.355875,0.702659,0.873618
너가 애들끼리 부모님 관련된 얘기가 나오면 아무 말도 안한다고... 아무 말도 안하다가 다른 걸로 화제를 돌린다고... 근데 그 얘기한지 얼마 안돼서 너가 또 그래서... 그래서...,When you take heed a account about your parent between your child they sound out nix They articulate nothing and and so deform the theme to something else,0.496623,0.644610,0.827592
그래서 너네끼리 눈빛 주고받은 거야? 비웃듯이?,and then get along you exchange your optic Like express joy,0.540550,0.706449,0.818848
비웃은 거 아니야. 그냥 어쩌다... 진짜 어쩌다...,Im not laugh at you Just what really what,0.538966,0.573894,0.783425
그래서 희준이랑 눈빛 주고받은 거냐고?,and then get along you interchange your optic with Heejun,0.607931,0.664528,0.804650
...,,1.000000,1.000000,1.000000
"얘기 해봐, 시발.",state me make out,0.657762,0.649128,0.761021
세정이 때문에 우리는 아예 신경도 안 쓰잖아.  그치?,Because of this we dont yet maintenance be not it,0.548296,0.698043,0.798782
...,,1.000000,1.000000,1.000000
무슨 소리야. 똑같애.,What cost you verbalize about Sami,0.574978,0.617076,0.736593
"야, 최근 일주일동안 너랑 이렇게 집에 같이 간적 없잖아.",Hey I havent constitute dwelling with you in the last workweek,0.626697,0.620331,0.782130
"알았으니까, 오랜만에 야구나 할래?",Okay after a tenacious sentence get along you desire to take on baseball,0.563368,0.609411,0.739389
됐어. 얼굴에 세정이 보고 싶다고 써져있어.,dress It enjoin that I desire to assure the cleansing on my boldness,0.680117,0.669602,0.725673
"아니야, 임마. 야구하러 가자...?",No dandy permit drop dead to baseball,0.543995,0.540047,0.759562
...,,1.000000,1.000000,1.000000
"그래, 그럼 간만에 캐치볼 하자.",Yes and so lets pick up the clump in a patch,0.680006,0.695966,0.756305
"기태야, 왜 이렇게 말이 없냐? 오늘따라...",Gitae why be you so silent Today reckon,0.688086,0.679038,0.762371
별로 할 말이 없네.,I possess naught to allege,0.560135,0.512841,0.702820
한 가지 얘기하고 싶은 게 있긴 있다. 베키.,There cost one thing I need to tattle about Becky,0.580262,0.639970,0.806325
어?,uh,0.717157,0.717157,0.506135
"넌 집에 가면 어머니가 밥해주고, 공부하라고 얘기해주지...",When you go bad home your female parent will misrepresent and tell apart you to examine,0.539139,0.540251,0.765642
... 왜 그래?,What make up it,0.807672,0.850593,0.801741
난 집에 가면 내가 밥 해먹어. 내가 알아서 다 해... 어머니가 안 계시잖아.,When I go bad place I deplete I take on caution of it You dont sustain a female parent,0.568726,0.607249,0.756916
...,,1.000000,1.000000,1.000000
"그 정도야, 그 정도가 내가 얘기할 수 있는 우리 부모 관련된 얘기야. 됐지?",Thats it thats about my parents that I can distinguish Okay,0.498534,0.639654,0.830161
...,,1.000000,1.000000,1.000000
갑자기 왜 그래...?,Why short,0.472644,0.635024,0.761906
됐냐고? ,Okay,0.230179,0.548343,0.839572
...,,1.000000,1.000000,1.000000
나 일 있어서 먼저 간다.,I die to make first off,0.557165,0.647610,0.799328
왜 저래?,Why make up that,0.707805,0.716497,0.701136
벌써 가게?,Already conk,0.589033,0.640438,0.790649
"그냥, 오늘은 공부가 안되네...",I only bevel discipline today,0.574135,0.677287,0.832619
내일 올 거지?,Will you arrive tomorrow,0.542486,0.522804,0.763581
"그래야지.  갈게, 내일봐.",I should Ill endure attend you tomorrow,0.585883,0.669028,0.780979
"어, 가.",Uh go,0.811438,0.811438,0.761757
"아버님, 아직 안가셨어요?",Father hold you represent there nonetheless,0.507021,0.565978,0.763029
생각보다 금방 나왔네.,It get along out Oklahoman than I cogitate,0.580869,0.628069,0.763798
"그냥, 공부도 안 되고 해서 집에 들어가려고요.",I scarcely desire to last plate because I tilt subject field,0.575914,0.644279,0.794448
"나 때문에 그러니, 미안하다..",So for me sorry,0.511018,0.564175,0.816810
아닙니다... 혹시 더 하실 말씀이라도...,No if you take more than to articulate,0.539862,0.523080,0.805783
다른 건 아니고...,nada else,0.614690,0.727897,0.747912
예...,Yes,0.701027,0.952860,0.693569
"아까 가르쳐준 동윤이라는 친구 핸드폰으로 전화 해봤는데, 꺼져 있더라고...",I anticipate Dongyuns protagonist cell telephone set that I instruct you before but it constitute off,0.539979,0.601415,0.801810
"아, 저도 연락 안한지 좀 돼서요...",Oh I havent represent touch since,0.549735,0.663300,0.770790
"이런 부탁해서 정말 미안한데, 동윤이 하고 연락 할 수 있게 네가 도와줬으면 좋겠다.",Im actually sorry to necessitate you to dress this but I trust you can facilitate me to contact Dongyun,0.569931,0.579360,0.782937
... 저도 어떻게... 연락 할 수 있는 방법이...,how get along I how can I get through you,0.565062,0.590846,0.838871
주변에 친구들도 있을 거고...,There will represent ally around,0.630988,0.630988,0.718495
...,,1.000000,1.000000,1.000000
부탁할게...,Please,0.452201,0.779927,0.796832
...  알겠습니다. 제가 한번 알아볼게요.,Okay complaint pick out it formerly,0.567631,0.615385,0.794806
고맙다.,Thank you,0.391793,0.542159,0.704904
아니에요. 저도 이대로는 마음이 불편했는데... 걱정하지 마세요. 연락 닿는 데로 바로 아버님께 전화 드릴게요.,No I follow uncomfortable like this Dont headache I will visit my founder equally soon as I obtain in touch sensation,0.549408,0.622095,0.775099
"그래? 학교를? ... 왜? 언제부터? ... 어... 그럼 동윤이랑 연락이 아예 안 되는 거야? 어... 어.. 혹시 너랑은 연락이 되나 해서... 아, 집 번호? 아니야, 나도 있어.. 그려... 만약에 연락 되면 나한테도 전화 좀 주라. 부탁할게. 그래 고맙다. 그래, 응...",okay schooling Why Since when Uh and so tilt you contact Dongyun at all Uh Uh I live marvel if I could contact you Oh sign bit nobelium I cause it besides draw If you commence in touch please call me Please Yes thank you Yes yes,0.570320,0.630729,0.818482
"베키, 너가 망봐.",Becky youre bankrupt,0.690561,0.678313,0.745143
"야, 베키 씹냐? 망보라니까.",Hey manage you jaw Becky Its a mess hall,0.583577,0.592176,0.725692
뭐?,What,0.511696,0.511696,0.800700
너 어차피 담배도 안 피잖아. 어?,You dont fume anyway uh,0.522253,0.652706,0.825125
"아, 진짜...",Oh really,0.670037,0.666180,0.712416
"야, 표정 풀고 망봐. 새끼야.",Hey depend up and await down infant,0.594891,0.574903,0.769897
"야, 야, 장난이야. ",Hey hey its a jest,0.577413,0.553715,0.682762
...,,1.000000,1.000000,1.000000
장난이라니까...,Its a jest,0.580407,0.630054,0.761179
알았다고... ,Okay,0.384713,0.576102,0.819518
"야, 삐졌냐? 왜 그래?",Hey exist you upset What make up it,0.604220,0.636048,0.770014
됐어...,dress,0.538268,0.800867,0.786716
"야, 화풀어. 미안해...",Hey produce angry Sorry,0.631814,0.549938,0.742351
알았어...,Okay,0.486628,0.682943,0.729526
응? 미안해. 진짜.,Huh Sorry Really,0.595200,0.617507,0.764494
알았으니까 좀... ,Okay so,0.398233,0.719424,0.845187
...,,1.000000,1.000000,1.000000
먼저 들어갈게... ,ailment endure in first,0.568300,0.683058,0.751744
"아, 시발 진짜!",Ah screwing you real,0.580648,0.613844,0.779764
...,,1.000000,1.000000,1.000000
내가 미안하다고 그랬지.,I enunciate sorry,0.456862,0.593106,0.838443
내가 미안하다고 했잖아. 어? 왜 그런 건데?,You enunciate I make up bad uh Why exist that,0.546074,0.616703,0.772378
알았다고 했잖아.,I distinguish you I acknowledge it,0.631163,0.618300,0.772240
알았다고 하면 다냐?,constitute it all you sound out,0.539976,0.585119,0.738710
...,,1.000000,1.000000,1.000000
인상 안 풀어?,Arent you print,0.545078,0.525211,0.718119
...,,1.000000,1.000000,1.000000
인상 풀라고 새끼야!,set out the opinion off,0.582725,0.582296,0.724831
"시발, 진짜. 좆같은 새끼가...",screwing real Fucking bastard,0.591661,0.634889,0.727849
전화 안받는데.,Im not respond the telephone set,0.543277,0.543277,0.674729
그래?,okay,0.635085,0.645956,0.593393
"베키, 뭔 일 있는 거 아니야?",Becky isnt there something get on,0.666248,0.686272,0.736923
별일 없겠지...,Nothing incorrect,0.675118,0.754732,0.726135
뭐 이렇게 하루 종일 자냐? 어?,What get along you sleep all daytime uh,0.667519,0.650875,0.748874
고개 들어. 이 시발 놈아.,go up your nous This fucker,0.577724,0.588125,0.682493
"예, 지금 와있거든요. ... 아니에요, 괜찮아요.",Yes I constitute hither at once nobelium its okay,0.562569,0.625519,0.795556
"제가 하고 싶어서 이러는 거예요. ... 아니에요 아버님, 안 오셔도 돼요. 만나게 되면 바로 연락드릴게요. 예... 예... 걱정하지마세요. 예... 끊을께요. 예...",Im make this because I require to No beginner you dont receive to get along I will meet you every bit presently as I touch you Yes yes dont worry Yes I will cease Yes,0.548606,0.611756,0.799698
오랜만이다.,A tenacious sentence,0.637841,0.661070,0.748492
"어, 오랜만이야.",Uh its represent a tenacious sentence,0.327561,0.678600,0.852077
잘 지냈냐?,How constitute you,0.626724,0.713144,0.829200
왜 불렀어?,Why practice you predict it,0.632258,0.619307,0.796042
동윤이 어디 있는 줄 알어?,dress you bed where Dongyun live,0.561400,0.652141,0.748501
고작 그거 물어보려고 다짜고짜 불러낸 거야?,Did you precisely prognosticate it out to need,0.537783,0.599066,0.816189
동윤이 어디 있는데?,Where live Dongyun,0.466262,0.567672,0.740972
... 몰라... 내가 그걸 어떻게 알어. 어?,I dont fuck how make out I get laid that uh,0.646366,0.645995,0.752707
기태 아버님 만났어... 알지?,I fit your founder Giah You lie with,0.505920,0.505920,0.751508
... 얘기는 잘했냐?,Did you verbalize intimately,0.589801,0.666409,0.800021
전학 간 내가 뭘 안다고 내 번호를 가르쳐 드려...?,Im conk to learn you my issue what I get laid,0.468757,0.654200,0.823750
"아니, 아버님이 기태에 대해서 오해하고 계신 거 같으니까... 너가 제일 잘 알잖아, 기태는...",No I cogitate your forefather comprise be amiss about Gitae You jazz good Gitae constitute,0.535923,0.665789,0.817334
무슨 소리야?,What personify you talking about,0.432368,0.624063,0.806941
아버님이 기태에 대해서 오해하고 있는 부분을 제일 잘 풀어 줄 수 있는 게 너잖아... . 기태 때문에 전학 갔고...,You constitute the one who can best puzzle out the voice that your don misunderstands Because of the default I channel,0.593683,0.617902,0.767857
그게 기태 죽은 거하고 무슨 상관인데...?,What set it deliver to practice with the dead,0.572690,0.654810,0.767902
... 그냥 아버지 오해 풀어주고 싶었어.,I just now wanted to work my founding father misconceive,0.524169,0.662097,0.792543
무슨 일이 있었던 거야? 기태한테...,What find To Gitae,0.494275,0.744617,0.846321
모른다고... 그걸 내가 어떻게 알어...,I dont get laid how get along I bed that,0.567315,0.652048,0.774198
... 너 뭔가 알고 있으면서 왜 숨겨...?,why practice you cover while you bang something,0.618396,0.659271,0.758638
"시발, 무슨 근거로 그렇게 얘기해?",screwing on what footing get along you sound out that,0.614281,0.656449,0.770368
그러면 동윤이 번호를 가르쳐 드리지 왜 내 번호를 가르쳐드려? 어? 동윤이 하고 기태하고 너네끼리 있었던 일들은 왜 숨기고?,and then Dongyun will instruct you the figure Why equal you instruct me my figure uh Why make up you conceal things that Dongyun make and dont sustain,0.575800,0.607866,0.818241
"숨기는 거 없어... 나도 동윤이 번호 가르쳐 드리려고 했는데... 야, 동윤이 연락도 안 되는 애 번호 가르쳐 드려서 뭐하냐. 그나마 넌 기태에 대해서 얘기해 줄 수 있는 거라도 있지...",there nil to cover I examine to learn Dongyuns routine Hey what exist you suffice because Dongyun taught you the numeral you tilt get to Dont you order me something about Gitae,0.558991,0.648206,0.806872
...,,1.000000,1.000000,1.000000
"동윤이 새끼, 학교도 때려쳤어. 이 동네에서 본적도 없고... 봤다는 애도 없어...",Dongyoon tally the schooling I havent date it in this township I havent see anyone,0.618131,0.669996,0.779998
...,,1.000000,1.000000,1.000000
"너 가고 나서 기태, 가관도 아니었다니까. 정상이 아니었어...",It wasnt gilbert Tae or spectacles since you blend in It wasnt normal,0.633445,0.641009,0.749545
...,,1.000000,1.000000,1.000000
너가 제일 잘 알거 아니야? 기태 그런 모습...,Arent you the best It looks like that,0.578255,0.677407,0.760253
너도 마찬가지 아니냐?,Arent you the like,0.390227,0.556502,0.791463
...,,1.000000,1.000000,1.000000
...,,1.000000,1.000000,1.000000
아무 일 없다고... 몇 번을 얘기해.,zip Tell me a few sentence,0.538299,0.623613,0.806646
... 진짜지...?,constitute it material,0.695706,0.695706,0.795585
왜 그렇게 생각하는데? 희준이하고 나하고 뭐 있을 거 같애?,Why get along you recollect so What make out you recollect Heejun and Maine live dress,0.538290,0.638048,0.801374
"그냥 요즘 좀 달라진 거 같아서... 아까도 베키, 말없이 갔잖아.",I just now call up its shift a turn late Becky you went without sound out,0.588719,0.601204,0.799637
...  사정이 있겠지.,There must exist destiny,0.578748,0.764859,0.801526
...,,1.000000,1.000000,1.000000
존나 춥네... 왜 이렇게 춥냐...,Its sol cold Why be it indeed cold,0.618344,0.653031,0.753703
추운 게 아니고 무서운 거 아니야...,Its not cold its not scary,0.534634,0.518345,0.783323
...,,1.000000,1.000000,1.000000
뭐가 무서운 거야. 다 끝났잖아...,Whats scary Its all over,0.459180,0.595452,0.798586
모르겠어...,I practice not be intimate,0.397744,0.687841,0.860455
"병신 새끼, 넌 싸움 같은 거 하지마. 존나 깜냥도 안 되면서... 항상 싸우기 전에도 그렇고, 싸우고 나서도 그렇고, 이렇게 무서워서 떨잖아.",You asshole dont coiffe anything like agitate I cant even constitute storm Its incessantly before crusade even after oppose and Im daunt because Im daunt like this,0.578912,0.631671,0.781132
...,,1.000000,1.000000,1.000000
애들이 이거 알면 얼마나 실망하겠어. 너가 이렇게 떨고 있는 거 보면...,How let down the nipper would constitute if they sleep together this If you take in this shakiness,0.569658,0.696365,0.769773
그래서 안 보여주잖아...,and then you dont present me,0.678036,0.675321,0.747486
그래... 대견하다.,Yes its boldface,0.648117,0.716034,0.764477
...,,1.000000,1.000000,1.000000
일어나. 들어가자...,ignite up net ball endure,0.690489,0.682250,0.730036
얼굴 왜 이래?,Why be you set this,0.603511,0.594138,0.773144
별일 아니야...,Nothing,0.473720,0.720407,0.808037
누가 이런 거야?,Who cost this,0.539819,0.667219,0.754292
...,,1.000000,1.000000,1.000000
누가 그런 거냐고? 얘기해봐.,Who exist that lecture to me,0.622953,0.680012,0.789486
... ,,1.000000,1.000000,1.000000
뭐야?,what,0.396358,0.659352,0.714109
왜 그래?,What make up it,0.807672,0.850593,0.801741
뭐하는 짓거리야.,What constitute you get along,0.622424,0.638127,0.779503
"뭐가, 임마?",What fop,0.426094,0.591474,0.723486
왜 그래... 진짜?,Why Really,0.546217,0.609897,0.819387
몰라서 묻냐?,practice you not do it,0.697948,0.743586,0.811555
"흥분하지 말고, 차근차근 얘기해봐.",Dont become wind up just now babble out about it,0.537783,0.550215,0.792752
"좆같은 새끼들아, 뭐하는 짓거리냐고!?",get laid bastard what constitute you get along,0.578227,0.624594,0.762816
너... 말이 심하다...?,Are you regretful,0.418979,0.418979,0.718019
"닥쳐, 시발!",Shut up screwing,0.640256,0.622487,0.734295
뭐!?,What,0.511696,0.511696,0.800700
가만히들 있어!,stoppage yet,0.617229,0.677787,0.717436
"어떻게 된 거냐고, 어!?",What chance eh,0.579957,0.586939,0.783202
흥분하지 말고...,Dont get wind up,0.443671,0.487008,0.781197
..!,,1.000000,1.000000,1.000000
둘이 얘기하자.,Lets tattle,0.582629,0.776027,0.816840
얘기해봐. 왜 그런 거야?,talking to me Why exist that,0.619819,0.668509,0.785120
...,,1.000000,1.000000,1.000000
왜 그런 거냐고? 이유가 뭐냐고!?,Why exist that What equal the grounds,0.565692,0.663745,0.780539
희준이가 너한테 얘기하디?,Heejun separate you,0.580756,0.602556,0.849410
희준이는 아무 말도 안했어. 너네 반 애들한테 물어봤어.,Heejun didnt sound out anything I ask your classmates,0.604268,0.653675,0.799406
그래?,okay,0.635085,0.645956,0.593393
"왜 그런 거야, 어?",Why exist that huh,0.640448,0.736261,0.661200
내가 뭘 어쨌다고...,What practice I get along,0.557178,0.674216,0.784877
모른 척하지 말고 새끼야!,Dont venture you dont get laid,0.578566,0.615363,0.779781
왜 그렇게 오바해? 베키가 너한테 그렇게 특별하냐?,Why exist you thusly overly wrong Is Becky and then special to you,0.560163,0.627256,0.783366
그걸 말이라고 해? 어!?,state it uh,0.502051,0.712840,0.802635
걔가 자초한 거야.,He follow selfwilling,0.569273,0.620995,0.756938
좆까지 말고... 너가 희준이 얼굴 저따위로 만들 정도로 희준이 걔가 뭘 그렇게 잘못했는데!? 어!?,Dont get laid up What make out he answer and then incorrect that Heejun get to front like that uh,0.574357,0.625409,0.818246
너가 뭘 아냐?,What answer you bed,0.522520,0.522520,0.692844
모르니까 얘기 해보라는 거 아니야!?,Im not asking because I dont get laid,0.635920,0.664377,0.779208
...,,1.000000,1.000000,1.000000
"얘기 해보라고, 왜 이러는지?",state me why be you execute this,0.560040,0.678849,0.788304
그냥 단순해... 애새끼가 존나 가식적이야...,Its just now that simple That prick constitute preposterous,0.666611,0.666611,0.734654
뭐가 어떻게 가식적인데? 어?,How get along you dissemble uh,0.613722,0.727147,0.771180
마음에 안 든다고. 됐냐?,I dont like it exist it okay,0.595029,0.595029,0.757571
장난 까냐? 똑바로 얘기해보라고!,Are you jolly me talking straight,0.523606,0.617731,0.825128
신경 쓰지 말라고! 시발!,Never brain screwing,0.460813,0.574276,0.815504
...,,1.000000,1.000000,1.000000
... 보통은 내가... 다 하잖아... 얘기... 어?,commonly I Im make out Talking uh,0.561358,0.616556,0.748814
...,,1.000000,1.000000,1.000000
근데 이번에는 자세히 얘기 안 해도 이해해줘. 설명 못하는 것들도 있잖아...,But this sentence if you dont tattle in point please understand Some matter you slant excuse,0.617452,0.671352,0.748857
이제 그만해.,cease it straight off,0.555468,0.671745,0.730815
....,,1.000000,1.000000,1.000000
너가 아무리 친한 친구라도... 이건 진짜 아니야. 한번만 더 이런 일 있으면 나도 가만히 안 있어...,No topic how closely you cost this make up not existent If there one more affair like this Im yet not,0.541742,0.613993,0.786888
가만히 안 있으면 어떻게 할 건데?,What would you exercise if you didnt bide still,0.616350,0.669859,0.749389
그건 보면 알겠지.,You will reckon that,0.536349,0.665659,0.818224
...,,1.000000,1.000000,1.000000
"뭐, 과자라도 먹을래?",What execute you desire to deplete,0.535459,0.515815,0.796745
됐어...,dress,0.538268,0.800867,0.786716
배고프잖아. 저녁도 안 먹었다며...?,Youre hungry You enunciate you didnt yet sustain dinner party,0.635838,0.621256,0.737292
괜찮어...,Its okay,0.472434,0.688551,0.850525
너 있을만한 곳 다 찾아봤어. 폐역사도 가보고...,I look for all the shoes you might constitute conk to come together story,0.592193,0.573303,0.770679
... 그래?,okay,0.635085,0.645956,0.593393
재호도 만났어...,I cope with Jaeho,0.504247,0.512711,0.736120
...,,1.000000,1.000000,1.000000
재호 얘기로는 이 동네에서 아예 안 보인다며...?,Jaeho enunciate you tilt go steady at all in this townspeople,0.648308,0.665302,0.771213
... 언제는 보였나...,When get along you go steady,0.641495,0.590230,0.738164
그러게... 학교는 왜 그만 둔거야...?,indeed why practice you depart school day,0.572267,0.637604,0.807715
그런 좆같은데 다녀서 뭐하냐...,Whats conk out on with that sleep with,0.564525,0.611914,0.791530
그럼 뭐하는데?,and so what represent you practice,0.566515,0.612948,0.793998
"그냥 뭐, 검정고시 보던지 해야지...",I but stimulate to get along the black exam,0.601526,0.616231,0.746889
